Region/Country/Area,Year,Series,Value
Belarus,2019,"Total Sexual Violence at the national level, rate per 100,000",9.2
Belgium,2002,"Intentional homicide rates per 100,000",3.1
Belgium,2002,"Percentage of male and female intentional homicide victims, Male",3.7
Belgium,2002,"Percentage of male and female intentional homicide victims, Female",2.5
Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.5
Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.7
Belgium,2005,"Assault rate per 100,000 population",641.0
Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.7
Belgium,2005,"Theft at the national level, rate per 100,000 population","2,066.9"
Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.5
Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2
Belgium,2010,"Percentage of male and female intentional homicide victims, Female",1.3
Belgium,2010,"Assault rate per 100,000 population",714.8
Belgium,2010,"Kidnapping at the national level, rate per 100,000",10.3
Belgium,2010,"Theft at the national level, rate per 100,000 population","2,099.2"
Belgium,2010,"Total Sexual Violence at the national level, rate per 100,000",65.2
Belgium,2015,"Percentage of male and female intentional homicide victims, Male",2.3
Belgium,2015,"Percentage of male and female intentional homicide victims, Female",1.8
Belgium,2015,"Assault rate per 100,000 population",554.6
Belgium,2015,"Kidnapping at the national level, rate per 100,000",10.4
Belgium,2015,"Theft at the national level, rate per 100,000 population","2,194.6"
Belgium,2015,"Total Sexual Violence at the national level, rate per 100,000",61.2
Belgium,2017,"Percentage of male and female intentional homicide victims, Male",1.9
Belgium,2017,"Percentage of male and female intentional homicide victims, Female",1.6
Belgium,2017,"Assault rate per 100,000 population",551.3
Belgium,2017,"Kidnapping at the national level, rate per 100,000",10.3
Belgium,2017,"Theft at the national level, rate per 100,000 population","1,963.8"
Belgium,2017,"Total Sexual Violence at the national level, rate per 100,000",75.8
Belgium,2020,"Assault rate per 100,000 population",480.0
Belgium,2020,"Theft at the national level, rate per 100,000 population","1,347.2"
Belgium,2020,"Total Sexual Violence at the national level, rate per 100,000",78.2
Belgium,2021,"Intentional homicide rates per 100,000",1.1
Belgium,2021,"Percentage of male and female intentional homicide victims, Male",2.0
Belgium,2021,"Percentage of male and female intentional homicide victims, Female",0.2
Belgium,2021,"Assault rate per 100,000 population",500.5
Belgium,2021,"Total Sexual Violence at the national level, rate per 100,000",84.0
Belize,2004,"Intentional homicide rates per 100,000",29.0
Belize,2004,"Percentage of male and female intentional homicide victims, Male",47.5
Belize,2004,"Percentage of male and female intentional homicide victims, Female",10.4
Belize,2005,"Intentional homicide rates per 100,000",28.9
Belize,2005,"Kidnapping at the national level, rate per 100,000",3.2
Belize,2005,"Theft at the national level, rate per 100,000 population",598.5
Belize,2009,"Intentional homicide rates per 100,000",30.9
Belize,2009,"Percentage of male and female intentional homicide victims, Male",56.0
Belize,2009,"Percentage of male and female intentional homicide victims, Female",5.7
Belize,2009,"Assault rate per 100,000 population",165.2
Belize,2009,"Kidnapping at the national level, rate per 100,000",0.6
Belize,2009,"Theft at the national level, rate per 100,000 population",375.3
Belize,2009,"Total Sexual Violence at the national level, rate per 100,000",64.3
Belize,2010,"Intentional homicide rates per 100,000",40.0
Belize,2010,"Percentage of male and female intentional homicide victims, Male",70.0
Belize,2010,"Percentage of male and female intentional homicide victims, Female",10.0
Belize,2010,"Theft at the national level, rate per 100,000 population",259.5
Belize,2010,"Total Sexual Violence at the national level, rate per 100,000",40.4
Belize,2014,"Intentional homicide rates per 100,000",34.9
Belize,2014,"Percentage of male and female intentional homicide victims, Male",62.7
Belize,2014,"Percentage of male and female intentional homicide victims, Female",6.8
Belize,2014,"Assault rate per 100,000 population",295.7
Belize,2014,"Kidnapping at the national level, rate per 100,000",1.1
Belize,2014,"Theft at the national level, rate per 100,000 population",234.4
Belize,2014,"Total Sexual Violence at the national level, rate per 100,000",42.3
Belize,2015,"Intentional homicide rates per 100,000",33.1
Belize,2015,"Percentage of male and female intentional homicide victims, Male",60.8
Belize,2015,"Percentage of male and female intentional homicide victims, Female",5.0
Belize,2015,"Kidnapping at the national level, rate per 100,000",6.7
Belize,2015,"Theft at the national level, rate per 100,000 population",219.2
Belize,2015,"Total Sexual Violence at the national level, rate per 100,000",51.4
Belize,2022,"Intentional homicide rates per 100,000",27.9
Belize,2022,"Percentage of male and female intentional homicide victims, Male",51.0
Belize,2022,"Percentage of male and female intentional homicide victims, Female",4.5
Belize,2022,"Assault rate per 100,000 population",310.4
Belize,2022,"Kidnapping at the national level, rate per 100,000",1.2
Belize,2022,"Theft at the national level, rate per 100,000 population",23.9
Belize,2022,"Total Sexual Violence at the national level, rate per 100,000",36.5
Benin,2017,"Assault rate per 100,000 population",46.0
Benin,2017,"Kidnapping at the national level, rate per 100,000",4.6
Bermuda,2004,"Intentional homicide rates per 100,000",1.6
Bermuda,2004,"Percentage of male and female intentional homicide victims, Male",0.0
Bermuda,2004,"Percentage of male and female intentional homicide victims, Female",3.1
Bermuda,2004,"Assault rate per 100,000 population",693.3
Bermuda,2004,"Kidnapping at the national level, rate per 100,000",3.2
Bermuda,2004,"Theft at the national level, rate per 100,000 population","1,598.6"
Bermuda,2005,"Intentional homicide rates per 100,000",3.2
Bermuda,2005,"Percentage of male and female intentional homicide victims, Male",6.5
Bermuda,2005,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2010,"Intentional homicide rates per 100,000",11.0
Bermuda,2010,"Percentage of male and female intentional homicide victims, Male",22.7
Bermuda,2010,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2010,"Assault rate per 100,000 population",972.5
Bermuda,2010,"Kidnapping at the national level, rate per 100,000",1.6
Bermuda,2010,"Theft at the national level, rate per 100,000 population",958.3
Bermuda,2010,"Total Sexual Violence at the national level, rate per 100,000",145.0
Bermuda,2015,"Intentional homicide rates per 100,000",6.3
Bermuda,2015,"Percentage of male and female intentional homicide victims, Male",13.0
Bermuda,2015,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2015,"Assault rate per 100,000 population",91.9
Bermuda,2015,"Kidnapping at the national level, rate per 100,000",1.6
Bermuda,2015,"Theft at the national level, rate per 100,000 population","2,231.4"
Bermuda,2015,"Total Sexual Violence at the national level, rate per 100,000",134.6
Bermuda,2016,"Intentional homicide rates per 100,000",12.7
Bermuda,2016,"Percentage of male and female intentional homicide victims, Male",26.1
Bermuda,2016,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2016,"Assault rate per 100,000 population",72.9
Bermuda,2016,"Theft at the national level, rate per 100,000 population","2,143.7"
Bermuda,2016,"Total Sexual Violence at the national level, rate per 100,000",142.7
Bermuda,2017,"Intentional homicide rates per 100,000",7.9
Bermuda,2017,"Percentage of male and female intentional homicide victims, Male",16.3
Bermuda,2017,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2017,"Assault rate per 100,000 population",58.5
Bermuda,2017,"Kidnapping at the national level, rate per 100,000",0.0
Bermuda,2017,"Total Sexual Violence at the national level, rate per 100,000",145.4
Bermuda,2019,"Intentional homicide rates per 100,000",0.0
Bermuda,2019,"Percentage of male and female intentional homicide victims, Male",0.0
Bermuda,2019,"Percentage of male and female intentional homicide victims, Female",0.0
Bermuda,2022,"Intentional homicide rates per 100,000",14.0
Bhutan,2005,"Intentional homicide rates per 100,000",1.7
Bhutan,2010,"Intentional homicide rates per 100,000",2.3
Bhutan,2010,"Kidnapping at the national level, rate per 100,000",0.1
Bhutan,2010,"Theft at the national level, rate per 100,000 population",69.3
Bhutan,2010,"Total Sexual Violence at the national level, rate per 100,000",10.1
Bhutan,2014,"Assault rate per 100,000 population",70.8
Bhutan,2014,"Kidnapping at the national level, rate per 100,000",0.4
Bhutan,2014,"Theft at the national level, rate per 100,000 population",72.2
Bhutan,2014,"Total Sexual Violence at the national level, rate per 100,000",11.0
Bhutan,2015,"Intentional homicide rates per 100,000",1.6
Bhutan,2015,"Percentage of male and female intentional homicide victims, Male",2.5
Bhutan,2015,"Percentage of male and female intentional homicide victims, Female",0.6
Bhutan,2015,"Assault rate per 100,000 population",59.1
Bhutan,2015,"Kidnapping at the national level, rate per 100,000",0.1
Bhutan,2015,"Total Sexual Violence at the national level, rate per 100,000",9.1
Bhutan,2017,"Intentional homicide rates per 100,000",1.7
Bhutan,2017,"Percentage of male and female intentional homicide victims, Male",2.2
Bhutan,2017,"Percentage of male and female intentional homicide victims, Female",1.1
Bhutan,2017,"Assault rate per 100,000 population",129.6
Bhutan,2017,"Kidnapping at the national level, rate per 100,000",0.0
Bhutan,2017,"Theft at the national level, rate per 100,000 population",114.7
Bhutan,2017,"Total Sexual Violence at the national level, rate per 100,000",10.2
Bhutan,2020,"Intentional homicide rates per 100,000",2.5
Bhutan,2020,"Percentage of male and female intentional homicide victims, Male",3.4
Bhutan,2020,"Percentage of male and female intentional homicide victims, Female",1.4
Bhutan,2020,"Assault rate per 100,000 population",107.2
Bhutan,2020,"Kidnapping at the national level, rate per 100,000",0.0
Bhutan,2020,"Theft at the national level, rate per 100,000 population",40.6
Bolivia (Plurin. State of),2005,"Assault rate per 100,000 population",64.3
Bolivia (Plurin. State of),2005,"Kidnapping at the national level, rate per 100,000",1.1
Bolivia (Plurin. State of),2005,"Theft at the national level, rate per 100,000 population",40.5
Bolivia (Plurin. State of),2005,"Total Sexual Violence at the national level, rate per 100,000",18.4
Bolivia (Plurin. State of),2008,"Percentage of male and female intentional homicide victims, Male",13.9
Bolivia (Plurin. State of),2008,"Percentage of male and female intentional homicide victims, Female",2.8
Bolivia (Plurin. State of),2008,"Assault rate per 100,000 population",70.7
Bolivia (Plurin. State of),2008,"Kidnapping at the national level, rate per 100,000",1.3
Bolivia (Plurin. State of),2008,"Theft at the national level, rate per 100,000 population",48.8
Bolivia (Plurin. State of),2008,"Total Sexual Violence at the national level, rate per 100,000",26.0
Bolivia (Plurin. State of),2010,"Assault rate per 100,000 population",82.7
Bolivia (Plurin. State of),2010,"Kidnapping at the national level, rate per 100,000",0.9
Bolivia (Plurin. State of),2010,"Theft at the national level, rate per 100,000 population",49.4
Bolivia (Plurin. State of),2010,"Total Sexual Violence at the national level, rate per 100,000",38.6
Bolivia (Plurin. State of),2012,"Assault rate per 100,000 population",70.3
Bolivia (Plurin. State of),2012,"Kidnapping at the national level, rate per 100,000",1.0
Bolivia (Plurin. State of),2012,"Theft at the national level, rate per 100,000 population",49.2
Bolivia (Plurin. State of),2012,"Total Sexual Violence at the national level, rate per 100,000",45.6
